Source,WORD,AoA (Yrs),AoA (100-700),IMG,FAM,Length (Letters),,,,,,,,,
BN,select,6.5,380,246,558,6,,,,,,,,,
GL,selection,0,523,311,523,9,,,,,,,,,
GL,self,0,604,466,604,4,,,,,,,,,
BN,selfish,6.1,337,225,562,7,,,,,,,,,
BN,sell,5.1,279,295,547,4,,,,,,,,,
GL,seller,0,459,427,459,6,,,,,,,,,
GL,semicircle,0,427,526,427,10,,,,,,,,,
BN,senate,10.6,645,248,433,6,,,,,,,,,
BN,send,5.1,283,274,614,4,,,,,,,,,
GL,sender,0,464,370,464,6,,,,,,,,,
BN,senior,7.2,426,321,506,6,,,,,,,,,
GL,sense,0,583,368,583,5,,,,,,,,,
BN,sensual,10.1,634,300,475,7,,,,,,,,,
GL,sentiment,0,471,365,471,9,,,,,,,,,
GL,separation,0,504,435,504,10,,,,,,,,,
BN,septic,9.7,594,382,419,6,,,,,,,,,
GL,sequel,0,338,323,338,6,,,,,,,,,
BN,serene,9.7,600,390,432,6,,,,,,,,,
GL,series,0,525,398,525,6,,,,,,,,,
BN,sermon,8,490,364,412,6,,,,,,,,,
GL,servant,0,437,508,437,7,,,,,,,,,
BN,serve,6.3,345,269,523,5,,,,,,,,,
GL,service,0,560,408,560,7,,,,,,,,,
BN,session,7.4,439,250,521,7,,,,,,,,,
BN,setback,8.8,546,205,482,7,,,,,,,,,
GL,settlement,0,482,457,482,10,,,,,,,,,
BN,seventh,5,272,274,520,7,,,,,,,,,
GL,severance,0,354,316,354,9,,,,,,,,,
BN,severe,7.2,429,245,517,6,,,,,,,,,
GL,sex,0,617,584,617,3,,,,,,,,,
BN,shade,5.6,293,459,509,5,,,,,,,,,
GL,shadow,0,536,565,536,6,,,,,,,,,
BN,shaft,8.3,500,390,427,5,,,,,,,,,
GL,shaker,0,370,408,370,6,,,,,,,,,
BN,shallow,6.1,353,442,506,7,,,,,,,,,
BN,shame,6.9,366,356,539,5,,,,,,,,,
GL,shame,0,534,419,534,5,,,,,,,,,
BN,shape,4.5,255,493,561,5,,,,,,,,,
GL,shape,0,575,471,575,5,,,,,,,,,
BN,share,4.6,250,315,580,5,,,,,,,,,
BN,shark,4.9,252,645,462,5,,,,,,,,,
BN,sharp,4.3,230,514,523,5,,,,,,,,,
BN,shave,6.7,394,517,557,5,,,,,,,,,
GL,shawl,0,455,576,455,5,,,,,,,,,
GL,shed,0,524,602,524,4,,,,,,,,,
BN,sheep,3.9,199,641,484,5,,,,,,,,,
BN,sheer,8.5,516,334,432,5,,,,,,,,,
GL,sheet,0,616,594,616,5,,,,,,,,,
BN,shelf,5.2,282,571,546,5,,,,,,,,,
BN,shell,5.1,282,608,473,5,,,,,,,,,
GL,shepherd,0,435,600,435,8,,,,,,,,,
BN,sherry,8.3,498,426,440,6,,,,,,,,,
GL,shield,0,464,556,464,6,,,,,,,,,
BN,shift,6.6,380,270,497,5,,,,,,,,,
BN,shine,5.3,289,481,532,5,,,,,,,,,
BN,shiny,4.6,241,547,540,5,,,,,,,,,
GL,ship,0,553,612,553,4,,,,,,,,,
GL,shirt,0,612,612,612,5,,,,,,,,,
GL,shiver,0,517,578,517,6,,,,,,,,,
BN,shoe,3.3,152,640,635,4,,,,,,,,,
BN,shone,7,396,413,425,5,,,,,,,,,
BN,shook,6.1,348,307,498,5,,,,,,,,,
BN,shoot,5.7,330,474,499,5,,,,,,,,,
GL,shop,0,615,561,615,4,,,,,,,,,
BN,shore,5.8,320,555,473,5,,,,,,,,,
GL,shortage,0,554,405,554,8,,,,,,,,,
BN,shot,5,276,446,530,4,,,,,,,,,
GL,shoulder,0,553,577,553,8,,,,,,,,,
GL,shower,0,593,615,593,6,,,,,,,,,
BN,shown,5.8,327,190,576,5,,,,,,,,,
BN,shrewd,10.1,620,248,424,6,,,,,,,,,
GL,shriek,0,458,515,458,6,,,,,,,,,
BN,shrill,9.3,574,300,419,6,,,,,,,,,
BN,shroud,9.7,599,364,385,6,,,,,,,,,
GL,shrub,0,446,556,446,5,,,,,,,,,
GL,shrug,0,481,497,481,5,,,,,,,,,
BN,shudder,7.8,472,356,476,7,,,,,,,,,
GL,shutter,0,398,533,398,7,,,,,,,,,
BN,sick,4,197,518,564,4,,,,,,,,,
GL,sickness,0,524,489,524,8,,,,,,,,,
GL,siege,0,345,445,345,5,,,,,,,,,
GL,sigh,0,518,440,518,4,,,,,,,,,
BN,signal,6.5,350,490,520,6,,,,,,,,,
GL,signal,0,507,513,507,6,,,,,,,,,
BN,silence,4.8,277,413,559,7,,,,,,,,,
GL,silence,0,570,470,570,7,,,,,,,,,
BN,silent,4.7,256,303,576,6,,,,,,,,,
BN,silk,7,407,590,485,4,,,,,,,,,
GL,silver,0,528,582,528,6,,,,,,,,,
GL,simper,0,275,329,275,6,,,,,,,,,
BN,simple,5.4,299,195,583,6,,,,,,,,,
GL,sin,0,501,441,501,3,,,,,,,,,
BN,sincere,8.5,505,250,487,7,,,,,,,,,
BN,sing,4.2,218,465,573,4,,,,,,,,,
GL,singer,0,548,575,548,6,,,,,,,,,
BN,sink,4.5,244,611,574,4,,,,,,,,,
GL,sink,0,586,599,586,4,,,,,,,,,
GL,siren,0,431,578,431,5,,,,,,,,,
GL,situation,0,573,319,573,9,,,,,,,,,
GL,sixpence,0,396,602,396,8,,,,,,,,,
BN,sixteen,5,268,390,489,7,,,,,,,,,
BN,sixth,5,261,305,524,5,,,,,,,,,
BN,sixty,5.1,283,427,546,5,,,,,,,,,
BN,sketch,6.5,357,496,490,6,,,,,,,,,
GL,sketch,0,452,510,452,6,,,,,,,,,
BN,skill,6.6,365,305,549,5,,,,,,,,,
GL,skill,0,549,366,549,5,,,,,,,,,
BN,skin,4.3,214,603,607,4,,,,,,,,,
BN,skinny,6.5,386,559,583,6,,,,,,,,,
GL,skirt,0,551,573,551,5,,,,,,,,,
BN,skull,7,423,640,443,5,,,,,,,,,
GL,skylark,0,350,548,350,7,,,,,,,,,
BN,slab,7.7,449,455,418,4,,,,,,,,,
BN,slack,7.4,423,297,472,5,,,,,,,,,
GL,slang,0,512,411,512,5,,,,,,,,,
BN,slave,6.4,349,580,461,5,,,,,,,,,
GL,slave,0,418,564,418,5,,,,,,,,,
BN,sleek,8.3,508,385,469,5,,,,,,,,,
GL,sleeve,0,560,550,560,6,,,,,,,,,
BN,slice,5.3,287,547,566,5,,,,,,,,,
GL,slice,0,540,507,540,5,,,,,,,,,
BN,slick,8.8,539,335,460,5,,,,,,,,,
BN,slide,4.3,217,551,506,5,,,,,,,,,
BN,slight,7.3,430,200,553,6,,,,,,,,,
GL,slime,0,426,558,426,5,,,,,,,,,
BN,slip,4.6,255,426,521,4,,,,,,,,,
BN,slipper,4.6,260,594,502,7,,,,,,,,,
GL,slit,0,487,508,487,4,,,,,,,,,
BN,slope,5.8,331,469,514,5,,,,,,,,,
GL,slough,0,272,245,272,6,,,,,,,,,
BN,slow,4.4,247,365,614,4,,,,,,,,,
BN,slum,8.3,507,408,434,4,,,,,,,,,
GL,slumber,0,367,500,367,7,,,,,,,,,
BN,slump,7.7,460,438,453,5,,,,,,,,,
BN,smart,5.7,313,330,569,5,,,,,,,,,
GL,smash,0,536,518,536,5,,,,,,,,,
BN,smell,4,192,313,635,5,,,,,,,,,
BN,smile,3.8,218,647,640,5,,,,,,,,,
GL,smile,0,594,615,594,5,,,,,,,,,
GL,smoke,0,596,615,596,5,,,,,,,,,
GL,smut,0,330,426,330,4,,,,,,,,,
GL,snake,0,501,627,501,5,,,,,,,,,
BN,snap,5.2,282,429,513,4,,,,,,,,,
BN,snatch,5.3,289,366,520,6,,,,,,,,,
GL,sneer,0,398,494,398,5,,,,,,,,,
GL,snort,0,401,472,401,5,,,,,,,,,
GL,snub,0,386,348,386,4,,,,,,,,,
BN,snuggle,5.3,302,453,533,7,,,,,,,,,
BN,soak,5.5,291,409,530,4,,,,,,,,,
GL,soap,0,594,600,594,4,,,,,,,,,
BN,sober,9,561,290,597,5,,,,,,,,,
GL,society,0,601,440,601,7,,,,,,,,,
GL,sock,0,578,553,578,4,,,,,,,,,
BN,sofa,4.7,252,619,603,4,,,,,,,,,
GL,soil,0,516,566,516,4,,,,,,,,,
BN,solar,8.3,502,435,443,5,,,,,,,,,
GL,sold,0,544,408,544,4,,,,,,,,,
GL,soldier,0,517,578,517,7,,,,,,,,,
BN,sole,7.2,426,338,472,4,,,,,,,,,
GL,solemnity,0,361,314,361,9,,,,,,,,,
GL,solution,0,548,391,548,8,,,,,,,,,
GL,somersault,0,402,562,402,10,,,,,,,,,
BN,sonar,11.5,686,260,402,5,,,,,,,,,
GL,song,0,603,578,603,4,,,,,,,,,
BN,sonic,9.3,564,307,371,5,,,,,,,,,
BN,sonnet,10.8,655,356,382,6,,,,,,,,,
GL,sop,0,259,294,259,3,,,,,,,,,
GL,soprano,0,373,535,373,7,,,,,,,,,
BN,sore,4.7,252,358,517,4,,,,,,,,,
GL,sorrow,0,486,429,486,6,,,,,,,,,
BN,sought,8.1,493,205,445,6,,,,,,,,,
BN,soul,7.6,466,280,521,4,,,,,,,,,
GL,sound,0,597,497,597,5,,,,,,,,,
BN,soup,4.8,260,608,537,4,,,,,,,,,
BN,sour,6.4,353,358,499,4,,,,,,,,,
BN,source,8.3,485,250,499,6,,,,,,,,,
GL,southland,0,230,224,230,9,,,,,,,,,
BN,soviet,11.2,700,310,381,6,,,,,,,,,
BN,soya,10.1,616,341,456,4,,,,,,,,,
GL,space,0,576,538,576,5,,,,,,,,,
GL,span,0,449,381,449,4,,,,,,,,,
GL,spare,0,552,316,552,5,,,,,,,,,
BN,spark,6.3,368,552,465,5,,,,,,,,,
GL,spasm,0,422,486,422,5,,,,,,,,,
BN,spear,6.6,376,557,440,5,,,,,,,,,
BN,special,4.7,259,256,596,7,,,,,,,,,
GL,specialist,0,495,448,495,10,,,,,,,,,
GL,speck,0,477,503,477,5,,,,,,,,,
GL,speech,0,549,447,549,6,,,,,,,,,
BN,spell,4.9,269,429,552,5,,,,,,,,,
GL,spell,0,525,429,525,5,,,,,,,,,
GL,sperm,0,395,548,395,5,,,,,,,,,
BN,sphere,7.5,442,553,439,6,,,,,,,,,
GL,spike,0,471,573,471,5,,,,,,,,,
BN,spin,4.8,254,395,475,4,,,,,,,,,
BN,spine,7.3,423,543,492,5,,,,,,,,,
BN,spire,7.2,438,483,426,5,,,,,,,,,
GL,spirit,0,518,450,518,6,,,,,,,,,
BN,spit,4.7,255,517,505,4,,,,,,,,,
GL,spite,0,459,405,459,5,,,,,,,,,
BN,split,6,325,453,519,5,,,,,,,,,
GL,split,0,514,445,514,5,,,,,,,,,
GL,spoke,0,532,466,532,5,,,,,,,,,
BN,sponge,5,268,566,513,6,,,,,,,,,
BN,spooky,5.9,353,413,512,6,,,,,,,,,
GL,spoon,0,612,584,612,5,,,,,,,,,
BN,sport,4.6,246,546,617,5,,,,,,,,,
GL,spot,0,560,507,560,4,,,,,,,,,
BN,spread,5.8,328,425,568,6,,,,,,,,,
GL,spree,0,410,425,410,5,,,,,,,,,
BN,spring,5.1,269,526,499,6,,,,,,,,,
GL,sprint,0,461,526,461,6,,,,,,,,,
BN,spur,8.7,518,404,412,4,,,,,,,,,
GL,spurt,0,417,491,417,5,,,,,,,,,
BN,squad,7.5,438,432,488,5,,,,,,,,,
GL,square,0,576,610,576,6,,,,,,,,,
BN,squash,5.1,283,483,533,6,,,,,,,,,
BN,squat,8,492,418,445,5,,,,,,,,,
BN,squeeze,4.9,266,472,497,7,,,,,,,,,
GL,squire,0,323,459,323,6,,,,,,,,,
GL,stable,0,519,537,519,6,,,,,,,,,
GL,staff,0,577,478,577,5,,,,,,,,,
GL,stain,0,534,533,534,5,,,,,,,,,
BN,stake,7.5,446,469,473,5,,,,,,,,,
BN,stale,6.4,368,353,488,5,,,,,,,,,
GL,stalk,0,413,440,413,5,,,,,,,,,
BN,stall,6.2,354,441,483,5,,,,,,,,,
BN,stammer,8.2,507,343,422,7,,,,,,,,,
BN,stance,9.3,574,154,449,6,,,,,,,,,
GL,standard,0,556,319,556,8,,,,,,,,,
GL,stanza,0,385,437,385,6,,,,,,,,,
BN,star,4,197,640,514,4,,,,,,,,,
GL,starch,0,459,497,459,6,,,,,,,,,
BN,stare,5.7,334,405,540,5,,,,,,,,,
BN,stark,8,477,214,429,5,,,,,,,,,
BN,startle,7.3,438,353,477,7,,,,,,,,,
BN,starve,6.4,380,395,564,6,,,,,,,,,
GL,statement,0,505,386,505,9,,,,,,,,,
GL,station,0,548,554,548,7,,,,,,,,,
GL,statue,0,444,562,444,6,,,,,,,,,
BN,status,8.9,553,225,485,6,,,,,,,,,
GL,steak,0,558,647,558,5,,,,,,,,,
GL,steam,0,545,591,545,5,,,,,,,,,
BN,steamer,8,477,360,447,7,,,,,,,,,
BN,steel,7.3,433,516,485,5,,,,,,,,,
BN,steep,5.9,341,461,547,5,,,,,,,,,
GL,steeple,0,405,559,405,7,,,,,,,,,
BN,steer,6.2,356,365,460,5,,,,,,,,,
BN,stem,5.9,335,421,465,4,,,,,,,,,
GL,step,0,578,483,578,4,,,,,,,,,
BN,stern,7.3,425,329,454,5,,,,,,,,,
BN,steroid,11.1,692,329,433,7,,,,,,,,,
GL,stew,0,522,587,522,4,,,,,,,,,
BN,steward,8.2,491,438,453,7,,,,,,,,,
BN,stick,4.6,255,444,532,5,,,,,,,,,
BN,stiff,5.8,330,376,532,5,,,,,,,,,
GL,stile,0,318,413,318,5,,,,,,,,,
GL,sting,0,480,553,480,5,,,,,,,,,
BN,stingy,7.6,449,275,499,6,,,,,,,,,
GL,stipend,0,246,213,246,7,,,,,,,,,
BN,stir,5.6,298,475,550,4,,,,,,,,,
GL,stoat,0,352,483,352,5,,,,,,,,,
BN,stock,8.2,493,300,479,5,,,,,,,,,
GL,stoic,0,302,340,302,5,,,,,,,,,
BN,stole,5.6,310,251,523,5,,,,,,,,,
BN,stolen,5.4,302,311,520,6,,,,,,,,,
BN,stomach,4.7,260,520,558,7,,,,,,,,,
BN,stone,4.1,206,615,513,5,,,,,,,,,
GL,stool,0,531,584,531,5,,,,,,,,,
BN,storage,6.8,406,403,512,7,,,,,,,,,
BN,storey,7,407,384,464,6,,,,,,,,,
GL,stork,0,393,570,393,5,,,,,,,,,
BN,storm,4.9,261,596,525,5,,,,,,,,,
BN,stout,9.5,585,316,428,5,,,,,,,,,
GL,stove,0,525,592,525,5,,,,,,,,,
GL,strain,0,533,402,533,6,,,,,,,,,
BN,strand,7.1,420,356,479,6,,,,,,,,,
GL,stranger,0,522,454,522,8,,,,,,,,,
BN,strap,5.4,307,474,510,5,,,,,,,,,
GL,straw,0,508,568,508,5,,,,,,,,,
BN,stray,6.4,373,238,472,5,,,,,,,,,
BN,streak,7.8,487,363,449,6,,,,,,,,,
BN,stream,5.4,299,580,495,6,,,,,,,,,
GL,strength,0,573,470,573,8,,,,,,,,,
BN,stretch,5.9,349,420,572,7,,,,,,,,,
BN,strict,6,353,300,536,6,,,,,,,,,
GL,stride,0,438,462,438,6,,,,,,,,,
BN,strife,9.4,585,234,397,6,,,,,,,,,
BN,string,4.6,243,620,499,6,,,,,,,,,
BN,strip,6.9,400,464,505,5,,,,,,,,,
GL,stripe,0,457,562,457,6,,,,,,,,,
BN,strode,7.8,472,310,447,6,,,,,,,,,
BN,stroke,5.4,299,390,478,6,,,,,,,,,
BN,stroll,6.2,359,384,495,6,,,,,,,,,
GL,strop,0,236,208,236,5,,,,,,,,,
BN,struck,6.2,353,334,479,6,,,,,,,,,
BN,strung,7.2,420,304,438,6,,,,,,,,,
GL,strut,0,368,437,368,5,,,,,,,,,
BN,stubble,7.6,446,587,504,7,,,,,,,,,
BN,stuck,5.1,279,351,547,5,,,,,,,,,
GL,student,0,632,603,632,7,,,,,,,,,
BN,stumble,6.3,366,433,482,7,,,,,,,,,
GL,stump,0,447,490,447,5,,,,,,,,,
BN,style,7.1,382,399,567,5,,,,,,,,,
GL,style,0,555,416,555,5,,,,,,,,,
GL,subaltern,0,224,267,224,9,,,,,,,,,
GL,subject,0,590,418,590,7,,,,,,,,,
GL,submarine,0,450,588,450,9,,,,,,,,,
GL,subsection,0,330,283,330,10,,,,,,,,,
GL,substance,0,506,348,506,9,,,,,,,,,
GL,substitute,0,505,360,505,10,,,,,,,,,
GL,substratum,0,233,244,233,10,,,,,,,,,
BN,suburb,8.6,524,465,472,6,,,,,,,,,
GL,success,0,568,443,568,7,,,,,,,,,
GL,succour,0,282,297,282,7,,,,,,,,,
GL,suds,0,436,565,436,4,,,,,,,,,
GL,sufferance,0,369,326,369,10,,,,,,,,,
BN,sugar,4.2,213,596,654,5,,,,,,,,,
GL,suggestion,0,567,345,567,10,,,,,,,,,
GL,suite,0,453,487,453,5,,,,,,,,,
BN,sulky,5.3,298,350,510,5,,,,,,,,,
BN,sulphur,9.8,610,368,384,7,,,,,,,,,
BN,sultan,9.1,568,409,380,6,,,,,,,,,
GL,sum,0,537,465,537,3,,,,,,,,,
GL,summer,0,612,618,612,6,,,,,,,,,
GL,sun,0,635,639,635,3,,,,,,,,,
BN,sung,5.6,313,351,497,4,,,,,,,,,
BN,sunk,5.6,313,386,476,4,,,,,,,,,
GL,sunlight,0,523,643,523,8,,,,,,,,,
GL,sunshine,0,627,655,627,8,,,,,,,,,
BN,super,5.1,283,220,572,5,,,,,,,,,
BN,superb,6.1,352,190,546,6,,,,,,,,,
GL,superfluity,0,249,232,249,11,,,,,,,,,
GL,supper,0,593,590,593,6,,,,,,,,,
GL,supply,0,534,340,534,6,,,,,,,,,
GL,supposition,0,396,270,396,11,,,,,,,,,
BN,supreme,8.4,510,185,456,7,,,,,,,,,
BN,surf,6.3,368,580,479,4,,,,,,,,,
GL,surface,0,573,453,573,7,,,,,,,,,
BN,surge,8.7,533,256,445,5,,,,,,,,,
BN,surplus,10.8,663,256,461,7,,,,,,,,,
GL,surprise,0,583,451,583,8,,,,,,,,,
GL,surrender,0,488,432,488,9,,,,,,,,,
BN,survive,6.4,368,311,512,7,,,,,,,,,
GL,suspect,0,488,377,488,7,,,,,,,,,
BN,suspend,7.9,472,295,479,7,,,,,,,,,
GL,suspicion,0,470,386,470,9,,,,,,,,,
BN,sustain,9.3,574,148,476,7,,,,,,,,,
BN,swallow,4.9,274,523,547,7,,,,,,,,,
GL,swallow,0,531,554,531,7,,,,,,,,,
BN,swamp,6.7,400,555,415,5,,,,,,,,,
GL,sward,0,155,207,155,5,,,,,,,,,
BN,sway,7.4,440,321,472,4,,,,,,,,,
BN,sweat,6.1,338,481,562,5,,,,,,,,,
BN,sweep,5.6,295,547,486,5,,,,,,,,,
GL,sweep,0,495,513,495,5,,,,,,,,,
GL,swell,0,443,410,443,5,,,,,,,,,
BN,swept,5.9,330,371,493,5,,,,,,,,,
BN,swift,7.1,394,323,443,5,,,,,,,,,
BN,swim,4.3,248,627,543,4,,,,,,,,,
GL,swim,0,550,572,550,4,,,,,,,,,
BN,swindle,9.8,607,269,425,7,,,,,,,,,
BN,swing,4.7,254,590,496,5,,,,,,,,,
GL,sword,0,444,597,444,5,,,,,,,,,
GL,sycamore,0,369,562,369,8,,,,,,,,,
GL,syllable,0,473,375,473,8,,,,,,,,,
BN,symbol,6.9,413,369,514,6,,,,,,,,,
GL,sympathy,0,501,402,501,8,,,,,,,,,
BN,symptom,7.8,456,208,520,7,,,,,,,,,
GL,synod,0,215,229,215,5,,,,,,,,,
BN,syringe,8.1,485,543,453,7,,,,,,,,,
BN,syrup,5.3,296,535,471,5,,,,,,,,,
GL,system,0,588,340,588,6,,,,,,,,,
GL,tablespoon,0,567,600,567,10,,,,,,,,,
BN,taboo,10.1,637,154,429,5,,,,,,,,,
GL,tack,0,463,546,463,4,,,,,,,,,
BN,tail,11.1,210,571,476,4,,,,,,,,,
GL,tailor,0,417,499,417,6,,,,,,,,,
BN,taken,4.2,276,195,622,5,,,,,,,,,
BN,tale,5.3,283,285,491,4,,,,,,,,,
GL,talent,0,523,399,523,6,,,,,,,,,
BN,tall,5.1,214,515,579,4,,,,,,,,,
GL,tally,0,374,308,374,5,,,,,,,,,
BN,tandem,4,505,369,405,6,,,,,,,,,
BN,tango,8.4,516,529,450,5,,,,,,,,,
BN,tank,5.4,296,572,439,4,,,,,,,,,
GL,tap,0,567,541,567,3,,,,,,,,,
GL,tape,0,567,573,567,4,,,,,,,,,
BN,taper,9.8,581,208,369,5,,,,,,,,,
BN,tariff,10.7,655,237,436,6,,,,,,,,,
GL,tarn,0,251,299,251,4,,,,,,,,,
GL,task,0,514,410,514,4,,,,,,,,,
BN,taught,6,339,295,572,6,,,,,,,,,
GL,tax,0,523,446,523,3,,,,,,,,,
BN,teach,5.1,286,412,577,5,,,,,,,,,
GL,teacher,0,599,575,599,7,,,,,,,,,
BN,team,5.4,296,517,565,4,,,,,,,,,
GL,tear,0,555,550,555,4,,,,,,,,,
GL,technicality,0,390,262,390,12,,,,,,,,,
BN,tedious,9.8,602,232,492,7,,,,,,,,,
BN,teeth,3.7,198,636,588,5,,,,,,,,,
GL,telegraph,0,460,518,460,9,,,,,,,,,
GL,temper,0,575,489,575,6,,,,,,,,,
GL,temptation,0,494,391,494,10,,,,,,,,,
GL,tendency,0,507,261,507,8,,,,,,,,,
BN,tense,7.9,472,286,532,5,,,,,,,,,
BN,tension,7.7,466,319,514,7,,,,,,,,,
GL,tent,0,521,593,521,4,,,,,,,,,
BN,tenth,5.4,299,325,466,5,,,,,,,,,
BN,tepid,10.2,632,265,397,5,,,,,,,,,
GL,term,0,575,387,575,4,,,,,,,,,
GL,territory,0,465,445,465,9,,,,,,,,,
GL,terror,0,495,483,495,6,,,,,,,,,
GL,text,0,511,437,511,4,,,,,,,,,
BN,texture,7.9,480,405,509,7,,,,,,,,,
GL,thane,0,231,251,231,5,,,,,,,,,
GL,thaw,0,492,466,492,4,,,,,,,,,
BN,theatre,5.9,330,566,520,7,,,,,,,,,
GL,theft,0,499,436,499,5,,,,,,,,,
BN,theme,7.2,414,154,524,5,,,,,,,,,
GL,theologian,0,357,416,357,10,,,,,,,,,
GL,theory,0,534,317,534,6,,,,,,,,,
GL,thermometer,0,481,581,481,11,,,,,,,,,
BN,thick,5.2,289,453,577,5,,,,,,,,,
GL,thicket,0,361,511,361,7,,,,,,,,,
GL,thief,0,529,529,529,5,,,,,,,,,
BN,thigh,6.4,361,543,537,5,,,,,,,,,
BN,thin,4.8,254,525,600,4,,,,,,,,,
GL,thinker,0,474,405,474,7,,,,,,,,,
BN,thirst,4.3,210,375,577,6,,,,,,,,,
BN,thirsty,4,199,378,647,7,,,,,,,,,
BN,thirty,5.1,286,429,510,6,,,,,,,,,
GL,thistle,0,463,624,463,7,,,,,,,,,
GL,thong,0,335,448,335,5,,,,,,,,,
BN,thorn,5.9,341,595,469,5,,,,,,,,,
GL,thought,0,603,348,603,7,,,,,,,,,
GL,thread,0,522,568,522,6,,,,,,,,,
GL,threat,0,524,408,524,6,,,,,,,,,
BN,thrill,7.3,392,403,502,6,,,,,,,,,
GL,thrill,0,504,483,504,6,,,,,,,,,
BN,throat,5.4,307,538,541,6,,,,,,,,,
BN,throne,5.6,308,583,415,6,,,,,,,,,
GL,throw,0,548,477,548,5,,,,,,,,,
BN,thrust,8.3,498,384,469,6,,,,,,,,,
GL,thumb,0,601,599,601,5,,,,,,,,,
GL,thyme,0,336,470,336,5,,,,,,,,,
GL,ticket,0,586,574,586,6,,,,,,,,,
BN,tickle,4.2,229,450,529,6,,,,,,,,,
GL,tide,0,504,530,504,4,,,,,,,,,
BN,tight,5.4,298,325,586,5,,,,,,,,,
BN,till,5.7,320,520,579,4,,,,,,,,,
BN,tilt,7.4,453,421,482,4,,,,,,,,,
GL,timber,0,440,553,440,6,,,,,,,,,
GL,tin,0,575,532,575,3,,,,,,,,,
GL,ting,0,190,316,190,4,,,,,,,,,
BN,tinsel,4.6,243,591,435,6,,,,,,,,,
BN,tiny,4.6,248,463,581,4,,,,,,,,,
GL,tip,0,493,483,493,3,,,,,,,,,
BN,tire,7.4,428,293,454,4,,,,,,,,,
BN,tissue,4.8,263,628,601,6,,,,,,,,,
BN,titan,11.1,700,330,376,5,,,,,,,,,
GL,title,0,523,413,523,5,,,,,,,,,
GL,tobacco,0,558,601,558,7,,,,,,,,,
BN,toddle,6,356,320,415,6,,,,,,,,,
GL,toe,0,578,620,578,3,,,,,,,,,
BN,toga,9.7,586,444,394,4,,,,,,,,,
BN,toilet,3.4,164,632,666,6,,,,,,,,,
GL,token,0,473,416,473,5,,,,,,,,,
BN,toll,8.4,492,302,413,4,,,,,,,,,
GL,tomb,0,450,596,450,4,,,,,,,,,
GL,ton,0,501,475,501,3,,,,,,,,,
BN,tone,7,423,283,520,4,,,,,,,,,
BN,tongue,4,199,628,534,6,,,,,,,,,
GL,tool,0,532,538,532,4,,,,,,,,,
BN,tooth,4.1,206,602,565,5,,,,,,,,,
GL,topic,0,539,364,539,5,,,,,,,,,
BN,torch,5,268,627,479,5,,,,,,,,,
GL,torment,0,398,386,398,7,,,,,,,,,
GL,torture,0,471,533,471,7,,,,,,,,,
BN,toss,6.9,415,370,468,4,,,,,,,,,
GL,touch,0,590,456,590,5,,,,,,,,,
BN,tough,6.2,364,290,534,5,,,,,,,,,
BN,tour,6.7,394,354,483,4,,,,,,,,,
BN,tourist,7.1,426,528,506,7,,,,,,,,,
BN,toward,6.2,359,172,601,6,,,,,,,,,
GL,tower,0,463,596,463,5,,,,,,,,,
BN,toxic,7.9,480,511,472,5,,,,,,,,,
BN,toxin,10.6,663,315,423,5,,,,,,,,,
GL,toy,0,550,569,550,3,,,,,,,,,
BN,trace,6.5,380,239,480,5,,,,,,,,,
GL,track,0,514,499,514,5,,,,,,,,,
BN,tractor,4.5,240,655,425,7,,,,,,,,,
GL,tradition,0,526,354,526,9,,,,,,,,,
BN,traffic,5.4,291,599,621,7,,,,,,,,,
BN,tragic,8,492,288,494,6,,,,,,,,,
GL,trail,0,508,525,508,5,,,,,,,,,
BN,trailer,7,407,538,477,7,,,,,,,,,
BN,trainer,6.2,345,602,575,7,,,,,,,,,
BN,traitor,8.1,495,300,454,7,,,,,,,,,
BN,trample,7,400,335,460,7,,,,,,,,,
GL,trance,0,436,463,436,6,,,,,,,,,
GL,transfer,0,502,313,502,8,,,,,,,,,
GL,transformer,0,397,399,397,11,,,,,,,,,
BN,transit,9,540,293,438,7,,,,,,,,,
GL,translation,0,495,340,495,11,,,,,,,,,
GL,transportation,0,487,430,487,14,,,,,,,,,
BN,trap,5.3,296,469,486,4,,,,,,,,,
BN,trauma,9.1,553,403,460,6,,,,,,,,,
GL,traveller,0,494,491,494,9,,,,,,,,,
BN,tray,5.1,282,499,542,4,,,,,,,,,
BN,tread,6.4,359,351,504,5,,,,,,,,,
BN,treason,8.6,519,257,405,7,,,,,,,,,
GL,treatment,0,529,408,529,9,,,,,,,,,
GL,treaty,0,372,321,372,6,,,,,,,,,
BN,treble,8.5,513,252,442,6,,,,,,,,,
BN,tree,3.6,171,644,565,4,,,,,,,,,
GL,tremor,0,401,491,401,6,,,,,,,,,
BN,trench,8.6,532,475,432,6,,,,,,,,,
BN,trend,8.2,488,260,540,5,,,,,,,,,
GL,trial,0,509,516,509,5,,,,,,,,,
BN,tribe,7.1,401,505,447,5,,,,,,,,,
BN,tribute,8.9,540,300,475,7,,,,,,,,,
BN,trick,5.4,294,423,522,5,,,,,,,,,
GL,trick,0,531,459,531,5,,,,,,,,,
GL,trim,0,456,378,456,4,,,,,,,,,
BN,trimmer,6.9,394,384,408,7,,,,,,,,,
BN,trinket,8.1,484,450,402,7,,,,,,,,,
BN,trio,7.5,439,453,441,4,,,,,,,,,
GL,trip,0,559,520,559,4,,,,,,,,,
BN,triple,7.2,426,327,509,6,,,,,,,,,
